SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
82,10:56:45,2023-01-05,Auto gsw+F,LI-COR Default,,082,,,0.037909,2.923012,0.037424,1.121539,1.114047,1.085623,3.771075,2.657028,11.916497,12.228500,41.393761,0.441786,PSF-00438_20230105105645,0.000000,0.000000,0.000000,117.552635,230.228546,0.489409,0.5,0.80,113.289223,26.35,25.68,29.86,27.89,91.10,156.9,156.4,0.3,579,3.984,10:54:37,2023-01-05,-0.07,0.000,-0.001,-0.006,-5.440,-4.373,7.843,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,225.273376,25,-3.439263,225.857376,225.312149,0.545227,2.432881,2.447850,1.656866,0.937196,0.224860,-0.023017,0.409302,0.627885,117.552635,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105645,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
83,10:57:22,2023-01-05,Auto gsw+F,LI-COR Default,,083,,,0.084443,2.922073,0.082071,2.329702,1.077821,1.018707,3.597621,2.519801,11.181620,11.830469,39.488522,0.441786,PSF-00438_20230105105722,0.000000,0.000000,0.000000,104.577187,295.682800,0.646320,0.5,0.80,154.781082,25.50,24.10,29.86,27.09,91.11,156.7,156.6,0.1,599,3.983,10:54:37,2023-01-05,-0.07,-0.001,0.002,0.008,-2.624,-4.215,-8.203,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,284.705750,25,-7.288613,286.196716,285.263794,0.932922,2.430541,2.446587,1.655881,0.937780,0.224893,-0.032293,0.411477,0.645874,104.577187,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105722,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
84,10:57:43,2023-01-05,Auto gsw+F,LI-COR Default,,084,,,0.058200,2.922514,0.057064,1.619699,1.066256,1.025165,3.586239,2.519983,11.252137,11.703142,39.362289,0.441786,PSF-00438_20230105105743,0.000000,0.000000,0.000000,153.130890,333.021271,0.540177,0.5,0.80,113.879135,25.23,24.26,29.86,27.03,91.11,156.8,156.5,0.2,527,3.983,10:54:37,2023-01-05,-0.07,0.002,0.004,-9999.000,-5.384,-3.463,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,321.915497,25,-7.614860,320.764648,322.135895,-1.371246,2.430776,2.446186,1.656344,0.937652,0.224920,-0.032880,0.412660,0.581415,153.130890,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105743,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
85,10:58:06,2023-01-05,Auto gsw+F,LI-COR Default,,085,,,0.019444,2.921532,0.019315,0.698364,1.084120,1.066393,4.281196,3.197076,11.704875,11.899447,46.990986,0.441786,PSF-00438_20230105105806,0.000000,0.000000,0.000000,74.232101,169.498474,0.562049,0.5,0.80,157.085068,25.65,25.23,29.86,30.08,91.11,156.7,153.8,1.8,699,3.982,10:54:37,2023-01-05,-0.07,-0.000,0.000,-9999.000,-0.820,2.008,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,153.394821,25,-12.810206,147.316223,151.186401,-3.870178,2.432211,2.446801,1.655315,0.930742,0.224864,0.002806,0.414021,0.735844,74.232101,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105806,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
86,10:58:49,2023-01-05,Auto gsw+F,LI-COR Default,,086,,,0.011280,2.921529,0.011237,0.386912,1.125696,1.115879,4.171665,3.045969,12.247841,12.355589,45.788002,0.441786,PSF-00438_20230105105849,0.000000,0.000000,0.000000,106.087448,242.615692,0.562735,0.5,0.80,141.770905,26.58,26.35,29.89,29.63,91.11,156.7,155.6,0.7,630,3.981,10:54:37,2023-01-05,-0.07,0.001,-0.000,0.000,1.039,-0.309,-8.383,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,229.431503,25,-8.961768,229.860657,229.804916,0.055740,2.433864,2.448187,1.655312,0.935190,0.224601,-0.002908,0.416536,0.673876,106.087448,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105849,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
87,10:59:26,2023-01-05,Auto gsw+F,LI-COR Default,,087,,,0.060638,2.922559,0.059406,1.502745,1.171366,1.133289,3.417958,2.246593,12.439272,12.857208,37.516380,0.441786,PSF-00438_20230105105926,0.000000,0.000000,0.000000,150.874619,261.845032,0.423802,0.5,0.80,87.912239,27.63,26.73,29.91,26.22,91.11,156.8,156.4,0.3,519,3.980,10:54:37,2023-01-05,-0.07,0.002,0.002,-9999.000,0.924,2.381,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,254.457230,25,-5.316550,253.826019,254.245071,-0.419052,2.434420,2.449725,1.656391,0.937175,0.224432,-0.042898,0.418621,0.573811,150.874619,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105105926,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
88,11:00:00,2023-01-05,Auto gsw+F,LI-COR Default,,088,,,0.155963,2.922925,0.148063,3.469454,1.230170,1.142347,3.311696,2.081526,12.539145,13.503139,36.351318,0.441786,PSF-00438_20230105110000,0.000000,0.000000,0.000000,103.674889,343.075348,0.697807,0.5,0.80,152.050842,29.04,26.96,29.90,25.68,91.10,156.9,156.3,0.4,545,3.979,10:54:37,2023-01-05,-0.07,-0.001,0.002,0.016,1.141,2.504,2.578,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,337.026001,25,-3.927722,341.577881,337.460693,4.117188,2.434756,2.451774,1.656775,0.936948,0.224519,-0.048860,0.420558,0.597337,103.674889,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105110000,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
89,11:00:51,2023-01-05,Auto gsw+F,LI-COR Default,,089,,,0.158441,2.923230,0.150295,3.331454,1.260681,1.176398,3.230373,1.969692,12.912405,13.837519,35.457306,0.441786,PSF-00438_20230105110051,0.000000,0.000000,0.000000,142.240051,368.388092,0.613885,0.5,0.80,170.782700,29.75,27.76,29.91,25.27,91.11,156.9,153.9,1.9,695,3.977,10:54:37,2023-01-05,-0.07,0.002,0.002,0.004,1.410,2.922,10.522,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,366.558899,25,-0.955047,369.337677,367.022858,2.314819,2.435909,2.452799,1.657095,0.930874,0.224460,-0.053685,0.423497,0.732950,142.240051,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105110051,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
90,11:01:17,2023-01-05,Auto gsw+F,LI-COR Default,,090,,,0.214841,2.921286,0.200123,4.032431,1.285636,1.183484,3.077521,1.791885,12.989621,14.110806,33.778076,0.441786,PSF-00438_20230105110117,0.000000,0.000000,0.000000,122.809410,366.765717,0.665156,0.5,0.80,132.286575,30.37,27.95,29.89,24.45,91.11,156.6,155.8,0.6,497,3.978,10:54:37,2023-01-05,-0.07,0.001,0.003,-9999.000,1.415,3.989,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,360.330109,25,-4.454456,361.632599,360.398102,1.234497,2.436198,2.453697,1.655057,0.935719,0.224623,-0.062616,0.424945,0.554568,122.809410,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105110117,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
91,11:01:50,2023-01-05,Auto gsw+F,LI-COR Default,,091,,,0.101473,2.922786,0.098068,2.683485,1.216169,1.148219,3.642767,2.426598,12.602622,13.348433,39.982300,0.441786,PSF-00438_20230105110150,0.000000,0.000000,0.000000,90.076088,323.810547,0.721825,0.5,0.80,229.255402,28.77,27.16,29.86,27.30,91.11,156.8,155.4,0.9,794,3.977,10:54:37,2023-01-05,-0.07,0.000,0.003,0.012,-0.199,0.682,0.766,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,298.112854,25,-17.755856,300.519714,298.428711,2.091003,2.435055,2.451396,1.656629,0.934613,0.224872,-0.029866,0.426690,0.821570,90.076088,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105110150,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
92,11:02:26,2023-01-05,Auto gsw+F,LI-COR Default,,092,,,0.134629,2.922317,0.128700,3.152745,1.258358,1.178535,3.432735,2.174377,12.935683,13.811829,37.677956,0.441786,PSF-00438_20230105110226,0.000000,0.000000,0.000000,90.184090,322.503571,0.720363,0.5,0.80,208.182220,29.78,27.89,29.86,26.29,91.11,156.8,155.9,0.5,722,3.976,10:54:37,2023-01-05,-0.07,0.002,0.000,-9999.000,1.269,0.381,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,298.849213,25,-15.696308,300.422791,300.065826,0.356964,2.436111,2.452857,1.656137,0.936074,0.224923,-0.041405,0.428767,0.757231,90.184090,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105110226,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
93,11:02:51,2023-01-05,Auto gsw+F,LI-COR Default,,093,,,0.102559,2.923046,0.099083,2.605199,1.229715,1.163771,3.562260,2.332545,12.773387,13.497182,39.098881,0.441786,PSF-00438_20230105110251,0.000000,0.000000,0.000000,97.815155,294.295898,0.667630,0.5,0.80,213.844482,29.11,27.55,29.85,26.92,91.11,156.9,156.6,0.2,801,3.975,10:54:37,2023-01-05,-0.07,-0.001,0.003,-9999.000,0.006,-0.223,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,268.023834,25,-18.402882,266.678101,267.989136,-1.311035,2.435613,2.451885,1.656902,0.937689,0.224953,-0.034151,0.430191,0.827639,97.815155,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105110251,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
94,11:03:22,2023-01-05,Auto gsw+F,LI-COR Default,,094,,,0.054921,2.922691,0.053908,1.619110,1.185240,1.144226,3.846014,2.660774,12.559315,13.009496,42.214836,0.441786,PSF-00438_20230105110322,0.000000,0.000000,0.000000,105.386139,251.876953,0.581597,0.5,0.80,190.318741,28.04,27.07,29.86,28.23,91.11,156.8,156.5,0.2,818,3.940,10:54:37,2023-01-05,-0.07,-0.000,-0.002,-9999.000,-1.168,1.614,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,232.526779,25,-14.542597,228.166931,231.088440,-2.921509,2.434922,2.450334,1.656530,0.937627,0.224889,-0.019043,0.431948,0.843226,105.386139,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105110322,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
95,11:03:51,2023-01-05,Auto gsw+F,LI-COR Default,,095,,,0.038657,2.922754,0.038152,1.170659,1.191231,1.161581,3.908358,2.717128,12.750298,13.075753,42.900791,0.441786,PSF-00438_20230105110351,0.000000,0.000000,0.000000,85.009933,297.732910,0.714476,0.5,0.80,213.053787,28.16,27.46,29.88,28.51,91.10,156.8,156.5,0.2,745,3.938,10:54:37,2023-01-05,-0.07,0.000,0.001,-9999.000,0.366,0.499,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,275.186768,25,-15.526805,277.236694,275.537476,1.699219,2.435477,2.450497,1.656595,0.937554,0.224733,-0.016016,0.433597,0.777920,85.009933,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105110351,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
96,11:04:14,2023-01-05,Auto gsw+F,LI-COR Default,,096,,,0.087495,2.922675,0.084952,2.226541,1.228421,1.172044,3.553679,2.325258,12.864157,13.482942,39.004589,0.441786,PSF-00438_20230105110414,0.000000,0.000000,0.000000,85.805298,308.988770,0.722303,0.5,0.80,194.579224,29.02,27.69,29.89,26.88,91.11,156.8,155.3,0.9,673,3.971,10:54:37,2023-01-05,-0.07,0.002,0.003,-9999.000,-0.197,-1.060,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,291.871552,25,-11.752182,296.623718,292.189117,4.434601,2.435812,2.451751,1.656513,0.934570,0.224649,-0.035031,0.434791,0.713132,85.805298,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20230105110414,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
