SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
26,11:32:04,2022-12-27,Auto gsw+F,LI-COR Default,,026,,,1.225635,2.922526,0.863503,10.401245,1.820757,1.561023,2.881968,1.061211,17.257980,20.129486,31.861767,0.441786,PSF-00438_20221227113204,0.000000,0.000000,0.000000,107.242943,291.257202,0.631793,0.5,0.80,162.299438,49.05,42.06,27.62,23.36,90.45,156.8,153.8,1.9,642,4.007,11:28:32,2022-12-27,-0.13,0.003,0.003,0.019,-0.737,0.355,-0.070,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,275.864471,25,-10.640390,275.860199,276.046844,-0.186646,2.456297,2.480016,1.656356,0.930609,0.245725,-0.048199,0.275632,0.685020,107.242943,0.000241,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113204,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
27,11:32:31,2022-12-27,Auto gsw+F,LI-COR Default,,027,,,0.487206,2.923205,0.417604,6.457144,1.656671,1.495231,3.018988,1.362317,16.532257,18.317238,33.379913,0.441786,PSF-00438_20221227113231,0.000000,0.000000,0.000000,93.565460,327.867310,0.714624,0.5,0.80,179.476822,44.52,40.19,27.66,24.13,90.44,156.9,155.4,1.0,628,4.034,11:28:32,2022-12-27,-0.13,-0.000,-0.002,0.009,-1.047,0.069,-0.083,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,301.644440,25,-18.284412,300.989990,301.729889,-0.739899,2.453747,2.473919,1.657069,0.934692,0.245320,-0.040067,0.277807,0.672114,93.565460,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113231,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
28,11:32:50,2022-12-27,Auto gsw+F,LI-COR Default,,028,,,0.012175,2.921269,0.012125,0.336066,1.493471,1.485039,3.925395,2.431924,16.418619,16.511833,43.399223,0.441786,PSF-00438_20221227113250,0.000000,0.000000,0.000000,112.517952,203.158615,0.446157,0.5,0.80,131.499863,40.05,39.82,27.70,28.58,90.45,156.6,156.5,0.1,737,4.033,11:28:32,2022-12-27,-0.13,0.001,0.001,-9999.000,-1.790,0.325,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,195.565216,25,-5.382164,194.697617,195.464859,-0.767242,2.453246,2.467805,1.655040,0.937609,0.244956,0.010590,0.279348,0.770146,112.517952,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113250,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
29,11:33:47,2022-12-27,Auto gsw+F,LI-COR Default,,029,,,0.897548,2.922029,0.686637,9.570109,1.703892,1.464524,2.932165,1.228273,16.192562,18.839136,32.419582,0.441786,PSF-00438_20221227113347,0.000000,0.000000,0.000000,98.889832,303.002472,0.673634,0.5,0.80,205.078888,45.32,38.95,27.84,23.65,90.44,156.7,156.0,0.5,761,4.032,11:28:32,2022-12-27,-0.13,0.002,0.003,0.012,-1.845,0.505,0.028,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,276.207458,25,-18.701790,274.508362,276.268433,-1.760071,2.452023,2.474950,1.655835,0.936217,0.243585,-0.047573,0.283920,0.791955,98.889832,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113347,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
30,11:34:30,2022-12-27,Auto gsw+F,LI-COR Default,,030,,,0.553115,2.922190,0.465084,7.392340,1.566349,1.381193,2.967865,1.401516,15.271501,17.318727,32.814938,0.441786,PSF-00438_20221227113430,0.000000,0.000000,0.000000,104.755997,350.754578,0.701341,0.5,0.80,189.311569,41.48,36.57,27.92,23.85,90.44,156.8,155.0,1.1,675,4.031,11:28:32,2022-12-27,-0.13,0.002,0.005,0.011,-0.574,-0.168,1.422,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,327.606812,25,-16.131912,327.979431,327.694153,0.285278,2.448733,2.469716,1.656004,0.933616,0.242860,-0.046204,0.287401,0.714348,104.755997,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113430,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
31,11:34:49,2022-12-27,Auto gsw+F,LI-COR Default,,031,,,0.265808,2.922388,0.243647,4.460654,1.544137,1.432398,3.156954,1.612817,15.837269,17.072714,34.904781,0.441786,PSF-00438_20221227113449,0.000000,0.000000,0.000000,98.832962,339.717926,0.709073,0.5,0.80,134.811722,40.82,37.86,27.95,24.88,90.44,156.8,156.2,0.4,475,4.031,11:28:32,2022-12-27,-0.13,-0.000,-0.002,-0.010,0.548,0.891,0.231,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,312.395813,25,-20.367655,307.632568,310.602539,-2.969971,2.450506,2.468803,1.656211,0.936772,0.242565,-0.034983,0.288846,0.534874,98.832962,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113449,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
32,11:35:13,2022-12-27,Auto gsw+F,LI-COR Default,,032,,,0.093962,2.920894,0.091033,2.065770,1.509149,1.457319,3.504723,1.995574,16.112452,16.685501,38.749023,0.441786,PSF-00438_20221227113513,0.000000,0.000000,0.000000,94.308975,304.925171,0.690714,0.5,0.80,203.060959,39.78,38.41,28.00,26.64,90.45,156.6,156.5,0.1,735,4.030,11:28:32,2022-12-27,-0.13,0.000,0.002,-9999.000,0.111,0.071,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,284.882416,25,-13.899216,284.916412,285.056366,-0.139954,2.451252,2.467366,1.654647,0.937582,0.242096,-0.015454,0.290626,0.768454,94.308975,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113513,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
33,11:35:40,2022-12-27,Auto gsw+F,LI-COR Default,,033,,,0.046389,2.922687,0.045664,1.183610,1.432582,1.402903,3.710190,2.277608,15.511585,15.839737,41.022747,0.441786,PSF-00438_20221227113540,0.000000,0.000000,0.000000,84.544304,287.840363,0.706281,0.5,0.80,205.461472,37.62,36.84,28.06,27.61,90.44,156.8,156.4,0.3,727,4.029,11:28:32,2022-12-27,-0.13,-0.001,0.001,-9999.000,0.481,0.063,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,267.747406,25,-13.895570,270.049805,267.976776,2.073029,2.449081,2.464375,1.656525,0.937187,0.241507,-0.004936,0.292679,0.761526,84.544304,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113540,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
34,11:36:00,2022-12-27,Auto gsw+F,LI-COR Default,,034,,,0.070567,2.922657,0.068904,1.623986,1.515057,1.474371,3.586608,2.071552,16.301485,16.751324,39.655571,0.441786,PSF-00438_20221227113600,0.000000,0.000000,0.000000,140.744812,329.069824,0.572295,0.5,0.80,149.150223,39.69,38.62,28.10,27.04,90.44,156.8,156.5,0.2,652,4.029,11:28:32,2022-12-27,-0.13,0.001,0.001,0.000,-2.964,-2.715,19.029,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,320.035828,25,-6.074756,322.209473,320.386017,1.823456,2.451518,2.467218,1.656493,0.937638,0.241077,-0.012169,0.294111,0.693410,140.744812,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113600,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
35,11:36:23,2022-12-27,Auto gsw+F,LI-COR Default,,035,,,0.753603,2.920947,0.599048,9.274958,1.717494,1.485341,3.080712,1.363218,16.422359,18.989115,34.061245,0.441786,PSF-00438_20221227113623,0.000000,0.000000,0.000000,103.827599,343.223846,0.697493,0.5,0.80,201.335876,44.87,38.81,28.15,24.47,90.45,156.6,155.9,0.5,722,4.028,11:28:32,2022-12-27,-0.13,0.005,0.002,0.013,0.470,-1.029,0.041,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,328.048462,25,-10.436258,331.876160,328.305298,3.570862,2.451764,2.474278,1.654703,0.936007,0.240651,-0.041923,0.295864,0.756467,103.827599,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113623,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
36,11:36:36,2022-12-27,Auto gsw+F,LI-COR Default,,036,,,0.222092,2.922427,0.206406,3.712245,1.553830,1.460847,3.138372,1.584542,16.151060,17.179077,34.697701,0.441786,PSF-00438_20221227113636,0.000000,0.000000,0.000000,87.585571,322.391937,0.728326,0.5,0.80,194.599014,40.54,38.11,28.17,24.78,90.45,156.8,156.1,0.4,668,4.027,11:28:32,2022-12-27,-0.13,-0.001,-0.000,-9999.000,0.919,0.943,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,297.998077,25,-16.879181,299.930328,298.263306,1.667023,2.450806,2.468375,1.656252,0.936557,0.240417,-0.038718,0.296732,0.708183,87.585571,0.000246,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113636,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
37,11:36:55,2022-12-27,Auto gsw+F,LI-COR Default,,037,,,0.317537,2.923390,0.286425,5.150417,1.522685,1.393734,3.107461,1.584775,15.409277,16.834972,34.356419,0.441786,PSF-00438_20221227113655,0.000000,0.000000,0.000000,99.604012,328.062225,0.696387,0.5,0.80,217.186401,39.63,36.27,28.21,24.62,90.45,156.9,152.4,2.9,780,4.027,11:28:32,2022-12-27,-0.13,0.001,0.001,-9999.000,1.219,0.720,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,303.781982,25,-16.802631,306.195618,304.042999,2.152618,2.448258,2.467115,1.657264,0.927040,0.240016,-0.041077,0.298060,0.808686,99.604012,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113655,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
38,11:37:14,2022-12-27,Auto gsw+F,LI-COR Default,,038,,,0.401533,2.923381,0.353042,5.696391,1.616648,1.474182,3.038439,1.421791,16.299206,17.874376,33.594330,0.441786,PSF-00438_20221227113714,0.000000,0.000000,0.000000,100.511314,314.287445,0.680193,0.5,0.80,213.170090,41.97,38.27,28.26,24.24,90.44,156.9,154.6,1.5,783,3.996,11:28:32,2022-12-27,-0.13,0.003,0.003,0.015,0.857,0.875,1.986,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,294.543030,25,-13.673212,295.744293,294.741699,1.002594,2.451005,2.470312,1.657254,0.932756,0.239604,-0.045798,0.299429,0.812105,100.511314,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113714,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
39,11:37:30,2022-12-27,Auto gsw+F,LI-COR Default,,039,,,0.029934,2.923472,0.029630,0.801656,1.508469,1.488398,3.882442,2.373973,16.457066,16.678995,42.927780,0.441786,PSF-00438_20221227113730,0.000000,0.000000,0.000000,84.052208,206.599548,0.593164,0.5,0.80,159.530701,39.08,38.56,28.29,28.39,90.44,156.9,156.4,0.4,672,4.026,11:28:32,2022-12-27,-0.13,-0.000,-0.001,-9999.000,1.231,1.969,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,192.911987,25,-9.528600,191.427475,192.978500,-1.551025,2.451393,2.466338,1.657350,0.937175,0.239261,0.001390,0.300493,0.712146,84.052208,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113730,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
40,11:37:47,2022-12-27,Auto gsw+F,LI-COR Default,,040,,,0.256862,2.922170,0.236107,4.001559,1.514977,1.414700,3.009309,1.494332,15.643542,16.752386,33.276478,0.441786,PSF-00438_20221227113747,0.000000,0.000000,0.000000,92.937828,340.432800,0.727001,0.5,0.80,221.938843,39.13,36.54,28.35,24.08,90.43,156.8,156.4,0.2,763,4.025,11:28:32,2022-12-27,-0.13,0.003,0.003,-9999.000,-1.634,0.715,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,318.920380,25,-14.868843,323.876373,319.177917,4.698456,2.448598,2.466394,1.655983,0.937397,0.238761,-0.048636,0.301698,0.793852,92.937828,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113747,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
41,11:38:15,2022-12-27,Auto gsw+F,LI-COR Default,,041,,,1.542934,2.921958,1.009742,11.478161,1.687693,1.400576,2.690777,1.003084,15.487739,18.662724,29.754950,0.441786,PSF-00438_20221227113815,0.000000,0.000000,0.000000,88.896988,339.072479,0.737823,0.5,0.80,116.777893,43.45,36.06,28.40,22.23,90.43,156.7,153.2,2.2,396,3.997,11:28:32,2022-12-27,-0.13,0.001,0.004,0.020,0.034,-0.442,-0.442,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,329.154968,25,-6.867590,337.360748,329.255310,8.105438,2.447925,2.472295,1.655761,0.929211,0.238250,-0.069781,0.303665,0.463246,88.896988,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113815,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
42,11:38:41,2022-12-27,Auto gsw+F,LI-COR Default,,042,,,0.887599,2.922872,0.680844,8.558797,1.632903,1.418833,2.742208,1.109305,15.689543,18.056747,30.323511,0.441786,PSF-00438_20221227113841,0.000000,0.000000,0.000000,93.917725,314.178925,0.701069,0.5,0.80,199.816620,41.92,36.42,28.45,22.54,90.43,156.8,150.9,3.8,713,4.023,11:28:32,2022-12-27,-0.13,0.001,0.004,0.018,-1.832,2.015,-1.021,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,293.595673,25,-14.238220,298.498749,293.825500,4.673248,2.448420,2.470200,1.656719,0.923270,0.237780,-0.066939,0.305484,0.748282,93.917725,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113841,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
43,11:39:01,2022-12-27,Auto gsw+F,LI-COR Default,,043,,,0.659083,2.922715,0.537805,7.621534,1.609181,1.418491,2.859000,1.249819,15.686715,17.795513,31.616930,0.441786,PSF-00438_20221227113901,0.000000,0.000000,0.000000,92.635635,340.689087,0.728093,0.5,0.80,161.174652,41.20,36.32,28.49,23.23,90.43,156.8,155.0,1.2,553,4.023,11:38:55,2022-12-27,-0.13,0.002,0.004,0.014,0.467,-0.080,0.040,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,322.379700,25,-12.648906,329.686401,322.607574,7.078827,2.448273,2.469221,1.656554,0.933659,0.237373,-0.059835,0.306900,0.605134,92.635635,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113901,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
44,11:39:23,2022-12-27,Auto gsw+F,LI-COR Default,,044,,,0.160928,2.922998,0.152530,2.849458,1.487481,1.416106,3.133610,1.646129,15.660206,16.449524,34.653481,0.441786,PSF-00438_20221227113923,0.000000,0.000000,0.000000,92.153191,298.882935,0.691675,0.5,0.80,189.640640,37.95,36.13,28.55,24.76,90.43,156.9,154.5,1.5,685,4.023,11:38:55,2022-12-27,-0.13,-0.001,0.002,-9999.000,0.889,0.549,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,285.808685,25,-9.063834,290.513977,285.926270,4.587708,2.448000,2.464735,1.656851,0.932519,0.236804,-0.043478,0.308491,0.723901,92.153191,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113923,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
45,11:39:51,2022-12-27,Auto gsw+F,LI-COR Default,,045,,,0.029413,2.923123,0.029120,0.632415,1.445343,1.429495,3.357098,1.911754,15.807713,15.982962,37.123611,0.441786,PSF-00438_20221227113951,0.000000,0.000000,0.000000,115.563156,368.414673,0.686323,0.5,0.80,135.808685,36.75,36.34,28.62,25.91,90.43,156.9,155.3,1.0,495,4.022,11:38:55,2022-12-27,-0.13,0.000,0.001,-9999.000,-0.907,-0.586,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,356.568573,25,-8.216321,359.032623,356.669525,2.363098,2.448282,2.463045,1.656983,0.934473,0.236228,-0.031066,0.310560,0.552314,115.563156,0.000243,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227113951,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
46,11:40:07,2022-12-27,Auto gsw+F,LI-COR Default,,046,,,0.102219,2.922620,0.098765,1.969205,1.455288,1.405933,3.211586,1.756298,15.548874,16.094717,35.518440,0.441786,PSF-00438_20221227114007,0.000000,0.000000,0.000000,88.637352,345.621674,0.743542,0.5,0.80,177.846680,36.94,35.68,28.65,25.17,90.42,156.8,156.4,0.3,598,4.021,11:38:55,2022-12-27,-0.13,-0.001,-0.001,-9999.000,0.238,0.377,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,320.544006,25,-17.407738,327.134003,320.737457,6.396545,2.447359,2.463301,1.656455,0.937329,0.235946,-0.039898,0.311671,0.645217,88.637352,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227114007,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
47,11:40:23,2022-12-27,Auto gsw+F,LI-COR Default,,047,,,0.180512,2.922811,0.170012,2.856716,1.477734,1.406158,2.959902,1.482167,15.550157,16.341690,32.732407,0.441786,PSF-00438_20221227114023,0.000000,0.000000,0.000000,95.871803,335.739716,0.714446,0.5,0.80,185.098663,37.45,35.63,28.67,23.80,90.43,156.8,156.3,0.3,648,4.021,11:38:55,2022-12-27,-0.13,-0.001,0.002,-9999.000,-0.756,1.444,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,300.134888,25,-25.498299,297.960175,299.290131,-1.329956,2.447285,2.464007,1.656655,0.937069,0.235697,-0.055531,0.312752,0.689951,95.871803,0.000242,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227114023,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
48,11:40:36,2022-12-27,Auto gsw+F,LI-COR Default,,048,,,0.032462,2.923806,0.032106,0.798218,1.405420,1.385420,3.591396,2.185976,15.321550,15.542724,39.717724,0.441786,PSF-00438_20221227114036,0.000000,0.000000,0.000000,89.028595,296.769440,0.700008,0.5,0.80,194.703232,35.58,35.07,28.69,27.06,90.42,157.0,155.7,0.8,695,4.020,11:38:55,2022-12-27,-0.13,0.001,0.000,-9999.000,0.639,0.264,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,286.857605,25,-6.798331,298.167572,287.051270,11.116302,2.446500,2.461396,1.657701,0.935433,0.235529,-0.018811,0.313648,0.732826,89.028595,0.000244,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227114036,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
49,11:40:58,2022-12-27,Auto gsw+F,LI-COR Default,,049,,,0.016890,2.922380,0.016793,0.482389,1.515307,1.503222,4.033048,2.517741,16.624191,16.757841,44.601646,0.441786,PSF-00438_20221227114058,0.000000,0.000000,0.000000,109.409454,206.363724,0.469822,0.5,0.80,143.922607,38.26,37.95,28.74,29.05,90.42,156.8,156.3,0.3,766,4.019,11:38:55,2022-12-27,-0.13,-0.001,-0.001,-9999.000,1.090,1.147,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,197.374817,25,-6.260662,196.459656,197.414169,-0.954514,2.450478,2.465121,1.656203,0.937138,0.235112,0.003905,0.315269,0.796222,109.409454,0.000245,2.388960,-0.000025,1.000000,2.402765,-0.000034,1.000000,0.600816,0.600971,0.107301,0.000000,PSF-00438_20221227114058,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
